label	source_table	source_column	usage_count
Cordless/Radio Options	config_position	attribute_label	1
Country	config_position	attribute_label	1
Country & Battery	config_position	attribute_label	1
Country / Compliance	config_position	attribute_label	1
Country Code	config_position	attribute_label	1
Country Code/Custom	config_position	attribute_label	1
Country Code/Custom Version	config_position	attribute_label	1
Country code	config_position	attribute_label	1
Country or Custom	config_position	attribute_label	1
Country/Compliance	config_position	attribute_label	1
Country/Custom	config_position	attribute_label	1
County Code/Custom	config_position	attribute_label	1
Custom	config_position	attribute_label	1
Custom Code	config_position	attribute_label	1
Custom Services	config_position	attribute_label	1
Custom or Region SKU	config_position	attribute_label	1
Custom or courntry	config_position	attribute_label	1
Customer Side Scanner	config_position	attribute_label	1
Customization	config_position	attribute_label	1
Customs	config_position	attribute_label	1
Dash	config_position	attribute_label	1
Data Capture	config_position	attribute_label	1
Destination Region	config_position	attribute_label	1
Device Type	config_position	attribute_label	1
Direct Cable Option	config_position	attribute_label	1
Direct Conn. Cable	config_position	attribute_label	1
Direct Connect Cable	config_position	attribute_label	1
Disaply	config_position	attribute_label	1
Display	config_position	attribute_label	1
Display & Touch Screen	config_position	attribute_label	1
Display Options	config_position	attribute_label	1
Display Size	config_position	attribute_label	1
Display Type	config_position	attribute_label	1
Display and Op. Temp. Range	config_position	attribute_label	1
Dongle	config_position	attribute_label	1
Duration	config_position	attribute_label	1
EAS	config_position	attribute_label	1
Electronic Article Surveillance (EAS) Option	config_position	attribute_label	1
Emulation	config_position	attribute_label	1
Emulation & Wireless Management	config_position	attribute_label	1
Emulation, Mobile Device Management, Browser Software	config_position	attribute_label	1
Encryption	config_position	attribute_label	1
Endcap	config_position	attribute_label	1
Endcap Expansion	config_position	attribute_label	1
Engine	config_position	attribute_label	1
Engine Key	config_position	attribute_label	1
Environment	config_position	attribute_label	1
Ethernet	config_position	attribute_label	1
Ethernet/Radio	config_position	attribute_label	1
Expansion	config_position	attribute_label	1
Expansion Module Port	config_position	attribute_label	1
Expansion Slot	config_position	attribute_label	1
External Antenna	config_position	attribute_label	1
External Module	config_position	attribute_label	1
ExternalModule	config_position	attribute_label	1
FIPS	config_position	attribute_label	1
FPR	config_position	attribute_label	1
Family	config_position	attribute_label	1
Features	config_position	attribute_label	1
Fibre Optic Port	config_position	attribute_label	1
Filters	config_position	attribute_label	1
FingerprintReader	config_position	attribute_label	1
Firm & Soft Goods Version	config_position	attribute_label	1
Firmware	config_position	attribute_label	1
Flash Memory	config_position	attribute_label	1
Font	config_position	attribute_label	1
Form Factor	config_position	attribute_label	1
Form Factor and Display	config_position	attribute_label	1
Form Factor and Keyboard	config_position	attribute_label	1
Frequency Bands	config_position	attribute_label	1
Future Option	config_position	attribute_label	1
Future Use	config_position	attribute_label	1
GPIO	config_position	attribute_label	1
Generation	config_position	attribute_label	1
Gravity Zone	config_position	attribute_label	1
HOUSING	config_position	attribute_label	1
Handles	config_position	attribute_label	1
Hardware	config_position	attribute_label	1
Hardware Option	config_position	attribute_label	1
Hardware Options	config_position	attribute_label	1
Hardware Revision	config_position	attribute_label	1
Hazardous Environments	config_position	attribute_label	1
Headset Version	config_position	attribute_label	1
Horizontal Glass	config_position	attribute_label	1
I/O	config_position	attribute_label	1
I/O Back Door	config_position	attribute_label	1
I/O Option	config_position	attribute_label	1
I/O Suffix	config_position	attribute_label	1
INTEGRATED ANTENNA	config_position	attribute_label	1
Illumination	config_position	attribute_label	1
Imager	config_position	attribute_label	1
Input Accessories	config_position	attribute_label	1
Interface	config_position	attribute_label	1
Interface (Connectivity)	config_position	attribute_label	1
Interface / Imaging Option	config_position	attribute_label	1
Interface Cable Options	config_position	attribute_label	1
Interface Options	config_position	attribute_label	1
Interface Out	config_position	attribute_label	1
Internal Antenna	config_position	attribute_label	1
Internal Antenna + Software	config_position	attribute_label	1
Internal Module	config_position	attribute_label	1
Internal Scanner & Imagers	config_position	attribute_label	1
Internal Scanner or Imager	config_position	attribute_label	1
Internal Storage	config_position	attribute_label	1
InternalModule	config_position	attribute_label	1
KEYS	config_position	attribute_label	1
Kensington Lock	config_position	attribute_label	1
Key Pad Selection	config_position	attribute_label	1
Key pad selection	config_position	attribute_label	1
Keyboard	config_position	attribute_label	1
Keyboard Option	config_position	attribute_label	1
Keyboard Type	config_position	attribute_label	1
Keypad	config_position	attribute_label	1
Keypad Overlay	config_position	attribute_label	1
Keys	config_position	attribute_label	1
Kit	config_position	attribute_label	1
Kit or no Kit (NA RFID only)	config_position	attribute_label	1
LASER CLASS	config_position	attribute_label	1
Label Sensor	config_position	attribute_label	1
Language	config_position	attribute_label	1
Laser Class	config_position	attribute_label	1
Length	config_position	attribute_label	1
Lens / Use Case	config_position	attribute_label	1
Local Language	config_position	attribute_label	1
Local Radio	config_position	attribute_label	1
Local Radio / Families	config_position	attribute_label	1
Local Radios	config_position	attribute_label	1
Local Radios (802.11xxx) NFC, BT	config_position	attribute_label	1
Local Radios/Family	config_position	attribute_label	1
MSR	config_position	attribute_label	1
Main Antenna	config_position	attribute_label	1
Main Antenna/Diversity	config_position	attribute_label	1
Marketing Name (including Local Radios)	config_position	attribute_label	1
Media Options	config_position	attribute_label	1
Media Type	config_position	attribute_label	1
Memory	config_position	attribute_label	1
Memory & Battery Option	config_position	attribute_label	1
Memory (RAM/Flash/SD slot)	config_position	attribute_label	1
Memory (RAM/ROM)	config_position	attribute_label	1
Memory / Flash	config_position	attribute_label	1
Microprocessor	config_position	attribute_label	1
Mobile Dimensioning	config_position	attribute_label	1
Model	config_position	attribute_label	1
Model Type	config_position	attribute_label	1
Modem	config_position	attribute_label	1
Modem Region	config_position	attribute_label	1
Modem-Region	config_position	attribute_label	1
Modules	config_position	attribute_label	1
NFC	config_position	attribute_label	1
Narrow Band Frequencies	config_position	attribute_label	1
Narrow Band Settings	config_position	attribute_label	1
Narrowband Settings	config_position	attribute_label	1
No. Antenna	config_position	attribute_label	1
Number Designation	config_position	attribute_label	1
Number of Keys	config_position	attribute_label	1
Number of New Users to be Activated	config_position	attribute_label	1
OP System	config_position	attribute_label	1
OS	config_position	attribute_label	1
OS + Plastics	config_position	attribute_label	1
OS Audio Jack	config_position	attribute_label	1
OS Key	config_position	attribute_label	1
OS Langauge & Custom	config_position	attribute_label	1
OS Language	config_position	attribute_label	1
OS Language & Custom	config_position	attribute_label	1
OS Language or Custom	config_position	attribute_label	1
OS Localization	config_position	attribute_label	1
OS System	config_position	attribute_label	1
OS and Plastics	config_position	attribute_label	1
OS selection	config_position	attribute_label	1
Op Sysytem	config_position	attribute_label	1
Open	config_position	attribute_label	1
Operating Language	config_position	attribute_label	1
Operating Selection	config_position	attribute_label	1
Operating System	config_position	attribute_label	1
Operating System / Memory	config_position	attribute_label	1
Operating System Language	config_position	attribute_label	1
Operating System Language & Keypad	config_position	attribute_label	1
Operating System Version	config_position	attribute_label	1
Operating language	config_position	attribute_label	1
OperatingSystem	config_position	attribute_label	1
Option	config_position	attribute_label	1
Options	config_position	attribute_label	1
Orientation	config_position	attribute_label	1
Orientation Option	config_position	attribute_label	1
Other	config_position	attribute_label	1
Other Features	config_position	attribute_label	1
Other Options	config_position	attribute_label	1
POE	config_position	attribute_label	1
POWER SUPPLY	config_position	attribute_label	1
PTA	config_position	attribute_label	1
Packaging	config_position	attribute_label	1
Pass Through Antenna	config_position	attribute_label	1
PassThroughAntenna	config_position	attribute_label	1
Performance	config_position	attribute_label	1
Physical Keyboard	config_position	attribute_label	1
Physical Keypad	config_position	attribute_label	1
Pistol GRIP/Hand Strap	config_position	attribute_label	1
Pistol Grip/Hand Strap	config_position	attribute_label	1
Platform	config_position	attribute_label	1
Platter Type	config_position	attribute_label	1
PoE	config_position	attribute_label	1
Polarizer	config_position	attribute_label	1
Power	config_position	attribute_label	1
Power Adapter	config_position	attribute_label	1
Power Cord	config_position	attribute_label	1
Power Cords	config_position	attribute_label	1
Power Mgmt	config_position	attribute_label	1
Power Supply	config_position	attribute_label	1
Power Supply & Stand Options	config_position	attribute_label	1
Power Supply and Stand	config_position	attribute_label	1
Power Supply and Stand Options	config_position	attribute_label	1
Power Suuply	config_position	attribute_label	1
Prefix	config_position	attribute_label	1
Print Resolution	config_position	attribute_label	1
Print Width	config_position	attribute_label	1
Printing Technology	config_position	attribute_label	1
Processor	config_position	attribute_label	1
Product Classification	config_position	attribute_label	1
Product Family	config_position	attribute_label	1
Product Tier	config_position	attribute_label	1
Product Type	config_position	attribute_label	1
Product family	config_position	attribute_label	1
Proximity Triggering	config_position	attribute_label	1
Pwr Mgmt	config_position	attribute_label	1
Quantity	config_position	attribute_label	1
RADIO CONFIG	config_position	attribute_label	1
RAM	config_position	attribute_label	1
RAM & Storage	config_position	attribute_label	1
RAM/Flash Memory	config_position	attribute_label	1
RESERVED - CUSTOM PRODUCT	config_position	attribute_label	1
RESERVED-LIFECYCLE	config_position	attribute_label	1
REVISION	config_position	attribute_label	1
RFID	config_position	attribute_label	1
RFID Freq (ROW RFID only)	config_position	attribute_label	1
RFID or Std	config_position	attribute_label	1
Radio	config_position	attribute_label	1
Radio 1 If diversity is required order a 2nd set of Antenna & Cables	config_position	attribute_label	1
Radio 3 Frequency Band	config_position	attribute_label	1
Radio 3 Settings	config_position	attribute_label	1
Radio Config	config_position	attribute_label	1
Radio Narrowband And WiFi	config_position	attribute_label	1
Radio Option	config_position	attribute_label	1
Radio Options	config_position	attribute_label	1
Radio Platform	config_position	attribute_label	1
Radio/Antenna	config_position	attribute_label	1
RadioOption	config_position	attribute_label	1
Radios	config_position	attribute_label	1
Reader to Tag Frequency	config_position	attribute_label	1
Region	config_position	attribute_label	1
Region and Memory	config_position	attribute_label	1
Region for Freq Range 435-451 MHz & 25KHz - 1 W, or Freq Range 450-470 MHz & 25KHz - 1 W combinations	config_position	attribute_label	1
Region/Suffix	config_position	attribute_label	1
Reserved	config_position	attribute_label	1
Reserved (specialization)	config_position	attribute_label	1
Revision	config_position	attribute_label	1
Revision HW	config_position	attribute_label	1
RoHS	config_position	attribute_label	1
RoHS Compliance	config_position	attribute_label	1
RoHs	config_position	attribute_label	1
RoHs Compliance	config_position	attribute_label	1
SCANNER TYPE	config_position	attribute_label	1
SD Card Slot	config_position	attribute_label	1
SD Slot	config_position	attribute_label	1
SIM	config_position	attribute_label	1
SIM / SAM / nano slots	config_position	attribute_label	1
SIM / SAM / nano slots (China can not use eSIM)	config_position	attribute_label	1
SIM / eSIM Slots	config_position	attribute_label	1
SIM Slot	config_position	attribute_label	1
SIM/SAM/nano slots	config_position	attribute_label	1
SSD	config_position	attribute_label	1
SW option	config_position	attribute_label	1
SYNAPSE	config_position	attribute_label	1
Sales Region	config_position	attribute_label	1
Scale	config_position	attribute_label	1
Scan Attribute	config_position	attribute_label	1
Scan Engine	config_position	attribute_label	1
Scan Performance	config_position	attribute_label	1
Scanner	config_position	attribute_label	1
Scanner & Cradle Options	config_position	attribute_label	1
Scanner Color	config_position	attribute_label	1
Scanner Color Options	config_position	attribute_label	1
Scanner Key	config_position	attribute_label	1
Scanner Laser Class	config_position	attribute_label	1
Scanner Option	config_position	attribute_label	1
Scanner Type	config_position	attribute_label	1
Screen Protector	config_position	attribute_label	1
Second Radio Option	config_position	attribute_label	1
Secondary Expansion Endcap	config_position	attribute_label	1
Secondary Expansion POD	config_position	attribute_label	1
Secure Element	config_position	attribute_label	1
Sensor MC/C	config_position	attribute_label	1
Sensor Type	config_position	attribute_label	1
Sensors	config_position	attribute_label	1
Series	config_position	attribute_label	1
Service Level	config_position	attribute_label	1
Service Type	config_position	attribute_label	1
SlateMate	config_position	attribute_label	1
Smart Cable Option	config_position	attribute_label	1
Smart Card	config_position	attribute_label	1
SmartCard	config_position	attribute_label	1
Smartcard	config_position	attribute_label	1
Software	config_position	attribute_label	1
Software Performance	config_position	attribute_label	1
Software- O/S	config_position	attribute_label	1
Special Characters/Custom	config_position	attribute_label	1
Special Options	config_position	attribute_label	1
Specialization	config_position	attribute_label	1
Specifications for GSM and UHF Circular Antenna	config_position	attribute_label	1
Standard Cable Option	config_position	attribute_label	1
Standard Expansion Back Cover (No Pod or End Cap Capability)	config_position	attribute_label	1
Standard/Custom	config_position	attribute_label	1
Storage	config_position	attribute_label	1
Suffix	config_position	attribute_label	1
Suffix/Custom Feature	config_position	attribute_label	1
Suffix/Custom Product	config_position	attribute_label	1
Suffix/Region	config_position	attribute_label	1
Suffix/Region or Country	config_position	attribute_label	1
Synapse Cable	config_position	attribute_label	1
Synapse Option	config_position	attribute_label	1
Synapse Smart Cable	config_position	attribute_label	1
Tech EU	config_position	attribute_label	1
Technology NA	config_position	attribute_label	1
Temperature Rating	config_position	attribute_label	1
Terminal Emulation & Wireless Management Software	config_position	attribute_label	1
Terminal Emulation Software	config_position	attribute_label	1
Tier	config_position	attribute_label	1
Tier Option	config_position	attribute_label	1
Touch Screen	config_position	attribute_label	1
Trigger	config_position	attribute_label	1
Trigger Version	config_position	attribute_label	1
Type	config_position	attribute_label	1
UHF RFID Antenna	config_position	attribute_label	1
UPS Battery Backup	config_position	attribute_label	1
USB-C PD	config_position	attribute_label	1
Unknown	config_position	attribute_label	1
User Interface	config_position	attribute_label	1
VERSION	config_position	attribute_label	1
Version	config_position	attribute_label	1
Voice	config_position	attribute_label	1
WAN	config_position	attribute_label	1
WAN Carrier	config_position	attribute_label	1
WAN Config	config_position	attribute_label	1
WAN Radio	config_position	attribute_label	1
WLAN	config_position	attribute_label	1
WT0-WT64B-T6DCC2NA	config_position	attribute_label	1
WWAN	config_position	attribute_label	1
Wan Carrier	config_position	attribute_label	1
Wan Radio	config_position	attribute_label	1
Warranty	config_position	attribute_label	1
WiFi Radio and Antennas	config_position	attribute_label	1
Wireless	config_position	attribute_label	1
Wireless Communication	config_position	attribute_label	1
Wireless Communications	config_position	attribute_label	1
Wireless Management	config_position	attribute_label	1
Wireless Radio	config_position	attribute_label	1
Wireless Radio Option	config_position	attribute_label	1
additional features	config_position	attribute_label	1
port_RFID	config_position	attribute_label	1
sensor Type	config_position	attribute_label	1
sensors	config_position	attribute_label	1
softwarePerformance	config_position	attribute_label	1
﻿ Kit Option	config_position	attribute_label	1
